,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Num_of_Routes_Covered,Month,Duration_min,Season,1_Long_layover,Change_airports,Business_class,Flight_Dept_Slot,Day_of_Dept,Is_Weekend,Price_capped,Arrival_Hour,Journey_Month,Price_Category,Route_Pair,Airline_enc,Source_enc,Destination_enc,Season_enc,Flight_Dept_Slot_enc
9841,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 09:35:00,2026-02-07 09:45:00,24h 10m,1,No info,12692,2,6,1450,Monsoon,0,0,0,Mrng,Wednesday,0,12692.0,9,6,Very High,Kolkata → Banglore,4,3,0,0,2
9842,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 17:00:00,2026-02-07 10:55:00,17h 55m,1,In-flight meal not included,10539,2,6,1075,Monsoon,0,0,0,Evng,Thursday,0,10539.0,10,6,High,Kolkata → Banglore,4,3,0,0,1
9843,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 13:55:00,2026-02-07 19:40:00,5h 45m,1,In-flight meal not included,11134,2,3,345,Summer,0,0,0,Aft,Sunday,1,11134.0,19,3,High,Kolkata → Banglore,4,3,0,1,0
9844,IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,1900-01-01 21:20:00,2026-02-07 00:15:00,2h 55m,0,No info,4777,1,3,175,Summer,0,0,0,Nyt,Sunday,1,4777.0,0,3,Low,Banglore → New Delhi,3,0,5,1,3
9845,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1900-01-01 11:30:00,2026-02-07 12:35:00,25h 5m,1,In-flight meal not included,12373,2,5,1505,Summer,0,0,0,Mrng,Saturday,1,12373.0,12,5,Very High,Delhi → Cochin,4,2,1,1,2
9846,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,1900-01-01 13:05:00,2026-02-07 21:20:00,8h 15m,2,No info,11966,3,3,495,Summer,0,0,0,Aft,Sunday,1,11966.0,21,3,High,Delhi → Cochin,5,2,1,1,0
9847,IndiGo,2019-05-15,Chennai,Kolkata,MAA → CCU,1900-01-01 22:05:00,2026-02-07 00:25:00,2h 20m,0,No info,5277,1,5,140,Summer,0,0,0,Nyt,Wednesday,0,5277.0,0,5,Medium,Chennai → Kolkata,3,1,4,1,3
9849,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 14:00:00,2026-02-07 19:00:00,5h,1,No info,14714,2,6,300,Monsoon,0,0,0,Aft,Thursday,0,14714.0,19,6,Very High,Delhi → Cochin,4,2,1,0,0
9850,IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,1900-01-01 22:20:00,2026-02-07 01:10:00,2h 50m,0,No info,6144,1,3,170,Summer,0,0,0,Nyt,Saturday,1,6144.0,1,3,Medium,Banglore → New Delhi,3,0,5,1,3
9851,Air India,2019-04-01,Banglore,Delhi,BLR → DEL,1900-01-01 13:20:00,2026-02-07 16:10:00,2h 50m,0,No info,5911,1,4,170,Summer,0,0,0,Aft,Monday,0,5911.0,16,4,Medium,Banglore → Delhi,1,0,2,1,0
9852,Vistara,2019-03-12,Mumbai,Hyderabad,BOM → DEL → HYD,1900-01-01 19:45:00,2026-02-07 19:55:00,24h 10m,1,No info,12080,2,3,1450,Summer,0,0,0,Evng,Tuesday,0,12080.0,19,3,High,Mumbai → Hyderabad,9,4,3,1,1
9853,IndiGo,2019-04-06,Banglore,Delhi,BLR → DEL,1900-01-01 10:30:00,2026-02-07 13:20:00,2h 50m,0,No info,4423,1,4,170,Summer,0,0,0,Mrng,Saturday,1,4423.0,13,4,Low,Banglore → Delhi,3,0,2,1,2
9854,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:00:00,2026-02-07 21:00:00,12h,1,No info,7618,2,5,720,Summer,0,0,0,Mrng,Monday,0,7618.0,21,5,Medium,Delhi → Cochin,5,2,1,1,2
9855,Air Asia,2019-05-27,Banglore,Delhi,BLR → DEL,1900-01-01 11:10:00,2026-02-07 13:55:00,2h 45m,0,No info,3383,1,5,165,Summer,0,0,0,Mrng,Monday,0,3383.0,13,5,Low,Banglore → Delhi,0,0,2,1,2
9857,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1900-01-01 06:00:00,2026-02-07 21:00:00,15h,1,No info,7670,2,5,900,Summer,0,0,0,Mrng,Saturday,1,7670.0,21,5,Medium,Delhi → Cochin,5,2,1,1,2
9858,IndiGo,2019-05-15,Kolkata,Banglore,CCU → BLR,1900-01-01 04:40:00,2026-02-07 07:15:00,2h 35m,0,No info,4804,1,5,155,Summer,0,0,0,Nyt,Wednesday,0,4804.0,7,5,Low,Kolkata → Banglore,3,3,0,1,3
9859,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 20:35:00,2026-02-07 18:25:00,21h 50m,1,In-flight meal not included,11087,2,3,1310,Summer,0,0,0,Evng,Tuesday,0,11087.0,18,3,High,Banglore → New Delhi,4,0,5,1,1
9860,Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,1900-01-01 11:10:00,2026-02-07 14:05:00,2h 55m,0,No info,7229,1,4,175,Summer,0,0,0,Mrng,Thursday,0,7229.0,14,4,Medium,Banglore → Delhi,4,0,2,1,2
9861,SpiceJet,2019-03-03,Chennai,Kolkata,MAA → CCU,1900-01-01 08:20:00,2026-02-07 10:35:00,2h 15m,0,No info,7050,1,3,135,Summer,0,0,0,Mrng,Sunday,1,7050.0,10,3,Medium,Chennai → Kolkata,7,1,4,1,2
9862,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 18:15:00,22h 15m,1,No info,12681,2,4,1335,Summer,0,0,0,Evng,Monday,0,12681.0,18,4,Very High,Kolkata → Banglore,4,3,0,1,1
9863,SpiceJet,2019-04-03,Delhi,Cochin,DEL → PNQ → COK,1900-01-01 08:45:00,2026-02-07 13:15:00,4h 30m,1,No check-in baggage included,4098,2,4,270,Summer,0,0,0,Mrng,Wednesday,0,4098.0,13,4,Low,Delhi → Cochin,7,2,1,1,2
9864,SpiceJet,2019-05-12,Chennai,Kolkata,MAA → CCU,1900-01-01 09:45:00,2026-02-07 12:00:00,2h 15m,0,No check-in baggage included,3543,1,5,135,Summer,0,0,0,Mrng,Sunday,1,3543.0,12,5,Low,Chennai → Kolkata,7,1,4,1,2
9865,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:25:00,2026-02-07 18:00:00,21h 35m,1,No info,14151,2,5,1295,Summer,0,0,0,Evng,Tuesday,0,14151.0,18,5,Very High,Kolkata → Banglore,4,3,0,1,1
9866,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 06:30:00,2026-02-07 22:35:00,16h 5m,1,No info,13339,2,3,965,Summer,0,0,0,Mrng,Sunday,1,13339.0,22,3,Very High,Kolkata → Banglore,4,3,0,1,2
9867,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 21:10:00,2026-02-07 12:00:00,14h 50m,1,In-flight meal not included,9663,2,5,890,Summer,0,0,0,Nyt,Friday,0,9663.0,12,5,High,Kolkata → Banglore,4,3,0,1,3
9868,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 11:30:00,2026-02-07 04:25:00,16h 55m,1,In-flight meal not included,12898,2,5,1015,Summer,0,0,0,Mrng,Monday,0,12898.0,4,5,Very High,Delhi → Cochin,4,2,1,1,2
9869,Air India,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,1900-01-01 12:00:00,2026-02-07 19:15:00,7h 15m,2,No info,8603,3,6,435,Monsoon,0,0,0,Aft,Monday,0,8603.0,19,6,High,Delhi → Cochin,1,2,1,0,0
9870,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 16:30:00,2026-02-07 12:00:00,19h 30m,1,No info,13044,2,6,1170,Monsoon,0,0,0,Aft,Wednesday,0,13044.0,12,6,Very High,Kolkata → Banglore,4,3,0,0,0
9871,SpiceJet,2019-03-06,Kolkata,Banglore,CCU → BLR,1900-01-01 17:15:00,2026-02-07 19:45:00,2h 30m,0,No info,4622,1,3,150,Summer,0,0,0,Evng,Wednesday,0,4622.0,19,3,Low,Kolkata → Banglore,7,3,0,1,1
9872,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1900-01-01 14:00:00,2026-02-07 21:00:00,7h,1,No info,13062,2,3,420,Summer,0,0,0,Aft,Thursday,0,13062.0,21,3,Very High,Delhi → Cochin,5,2,1,1,0
9873,Multiple carriers,2019-06-12,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:15:00,2026-02-07 19:00:00,9h 45m,1,No info,11622,2,6,585,Monsoon,0,0,0,Mrng,Wednesday,0,11622.0,19,6,High,Delhi → Cochin,5,2,1,0,2
9874,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 20:35:00,2026-02-07 20:20:00,23h 45m,1,In-flight meal not included,11087,2,3,1425,Summer,0,0,0,Evng,Tuesday,0,11087.0,20,3,High,Banglore → New Delhi,4,0,5,1,1
9875,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1900-01-01 10:20:00,2026-02-07 19:00:00,8h 40m,1,No info,11789,2,6,520,Monsoon,0,0,0,Mrng,Saturday,1,11789.0,19,6,High,Delhi → Cochin,5,2,1,0,2
9876,Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 18:55:00,2026-02-07 09:20:00,14h 25m,1,In-flight meal not included,9663,2,5,865,Summer,0,0,0,Evng,Thursday,0,9663.0,9,5,High,Kolkata → Banglore,4,3,0,1,1
9877,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 08:55:00,2026-02-07 16:10:00,7h 15m,1,No info,19225,2,3,435,Summer,0,0,0,Mrng,Wednesday,0,18766.85,16,3,Very High,Banglore → New Delhi,4,0,5,1,2
9878,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 11:40:00,2026-02-07 01:30:00,13h 50m,1,In-flight meal not included,5797,2,6,830,Monsoon,0,0,0,Mrng,Thursday,0,5797.0,1,6,Medium,Delhi → Cochin,5,2,1,0,2
9879,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1900-01-01 12:50:00,2026-02-07 19:15:00,6h 25m,1,No info,9526,2,6,385,Monsoon,0,0,0,Aft,Saturday,1,9526.0,19,6,High,Delhi → Cochin,5,2,1,0,0
9880,Jet Airways,2019-04-09,Banglore,Delhi,BLR → DEL,1900-01-01 19:50:00,2026-02-07 22:50:00,3h,0,No info,7229,1,4,180,Summer,0,0,0,Evng,Tuesday,0,7229.0,22,4,Medium,Banglore → Delhi,4,0,2,1,1
9881,Multiple carriers,2019-04-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 08:30:00,2026-02-07 19:00:00,10h 30m,1,No info,10877,2,4,630,Summer,0,0,0,Mrng,Tuesday,0,10877.0,19,4,High,Delhi → Cochin,5,2,1,1,2
9882,Air India,2019-03-06,Banglore,New Delhi,BLR → HYD → VGA → DEL,1900-01-01 08:15:00,2026-02-07 22:55:00,14h 40m,2,No info,13942,3,3,880,Summer,0,0,0,Mrng,Wednesday,0,13942.0,22,3,Very High,Banglore → New Delhi,1,0,5,1,2
9883,Air Asia,2019-05-09,Banglore,Delhi,BLR → DEL,1900-01-01 11:10:00,2026-02-07 13:55:00,2h 45m,0,No info,3383,1,5,165,Summer,0,0,0,Mrng,Thursday,0,3383.0,13,5,Low,Banglore → Delhi,0,0,2,1,2
9884,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1900-01-01 14:00:00,2026-02-07 04:25:00,14h 25m,1,In-flight meal not included,10262,2,6,865,Monsoon,0,0,0,Aft,Saturday,1,10262.0,4,6,High,Delhi → Cochin,4,2,1,0,0
9885,Air India,2019-05-24,Kolkata,Banglore,CCU → IXR → DEL → BLR,1900-01-01 05:50:00,2026-02-07 20:25:00,14h 35m,2,No info,11201,3,5,875,Summer,0,0,0,Mrng,Friday,0,11201.0,20,5,High,Kolkata → Banglore,1,3,0,1,2
9886,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1900-01-01 19:15:00,2026-02-07 04:25:00,9h 10m,1,In-flight meal not included,10262,2,6,550,Monsoon,0,0,0,Evng,Saturday,1,10262.0,4,6,High,Delhi → Cochin,4,2,1,0,1
9887,Air India,2019-06-03,Delhi,Cochin,DEL → GOI → BOM → COK,1900-01-01 22:00:00,2026-02-07 19:15:00,21h 15m,2,No info,10231,3,6,1275,Monsoon,0,0,0,Nyt,Monday,0,10231.0,19,6,High,Delhi → Cochin,1,2,1,0,3
9888,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 14:05:00,2026-02-07 08:15:00,18h 10m,1,In-flight meal not included,9134,2,3,1090,Summer,0,0,0,Aft,Friday,0,9134.0,8,3,High,Banglore → New Delhi,4,0,5,1,0
9889,Air Asia,2019-05-18,Kolkata,Banglore,CCU → BLR,1900-01-01 10:20:00,2026-02-07 12:55:00,2h 35m,0,No info,5645,1,5,155,Summer,0,0,0,Mrng,Saturday,1,5645.0,12,5,Medium,Kolkata → Banglore,0,3,0,1,2
9890,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1900-01-01 15:00:00,2026-02-07 04:25:00,13h 25m,1,No info,14714,2,6,805,Monsoon,0,0,0,Aft,Saturday,1,14714.0,4,6,Very High,Delhi → Cochin,4,2,1,0,0
9891,Air India,2019-03-06,Delhi,Cochin,DEL → AMD → BOM → COK,1900-01-01 16:40:00,2026-02-07 19:15:00,26h 35m,2,No info,12646,3,3,1595,Summer,0,0,0,Aft,Wednesday,0,12646.0,19,3,Very High,Delhi → Cochin,1,2,1,1,0
9892,Air India,2019-06-03,Delhi,Cochin,DEL → GOI → BOM → COK,1900-01-01 10:55:00,2026-02-07 19:15:00,8h 20m,2,No info,12173,3,6,500,Monsoon,0,0,0,Mrng,Monday,0,12173.0,19,6,High,Delhi → Cochin,1,2,1,0,2
9893,IndiGo,2019-06-12,Mumbai,Hyderabad,BOM → HYD,1900-01-01 21:20:00,2026-02-07 22:50:00,1h 30m,0,No info,2227,1,6,90,Monsoon,0,0,0,Nyt,Wednesday,0,2227.0,22,6,Low,Mumbai → Hyderabad,3,4,3,0,3
9894,Multiple carriers,2019-05-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 07:30:00,2026-02-07 19:00:00,11h 30m,1,No info,10529,2,5,690,Summer,0,0,0,Mrng,Monday,0,10529.0,19,5,High,Delhi → Cochin,5,2,1,1,2
9895,Jet Airways,2019-05-18,Delhi,Cochin,DEL → COK,1900-01-01 11:00:00,2026-02-07 14:15:00,3h 15m,0,In-flight meal not included,7202,1,5,195,Summer,0,0,0,Mrng,Saturday,1,7202.0,14,5,Medium,Delhi → Cochin,4,2,1,1,2
9896,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:00:00,2026-02-07 21:00:00,12h,1,In-flight meal not included,7886,2,5,720,Summer,0,0,0,Mrng,Monday,0,7886.0,21,5,Medium,Delhi → Cochin,5,2,1,1,2
9897,SpiceJet,2019-06-18,Mumbai,Hyderabad,BOM → HYD,1900-01-01 22:45:00,2026-02-07 00:15:00,1h 30m,0,No info,2017,1,6,90,Monsoon,0,0,0,Nyt,Tuesday,0,2227.0,0,6,Low,Mumbai → Hyderabad,7,4,3,0,3
9898,IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,1900-01-01 05:05:00,2026-02-07 16:10:00,11h 5m,1,No info,6171,2,4,665,Summer,0,0,0,Mrng,Saturday,1,6171.0,16,4,Medium,Delhi → Cochin,3,2,1,1,2
9899,Jet Airways,2019-06-03,Mumbai,Hyderabad,BOM → HYD,1900-01-01 02:55:00,2026-02-07 04:20:00,1h 25m,0,In-flight meal not included,4050,1,6,85,Monsoon,0,0,0,Nyt,Monday,0,4050.0,4,6,Low,Mumbai → Hyderabad,4,4,3,0,3
9900,SpiceJet,2019-05-09,Kolkata,Banglore,CCU → KNU → BLR,1900-01-01 11:35:00,2026-02-07 18:50:00,7h 15m,1,No info,8479,2,5,435,Summer,0,0,0,Mrng,Thursday,0,8479.0,18,5,High,Kolkata → Banglore,7,3,0,1,2
9901,Air Asia,2019-05-18,Banglore,Delhi,BLR → DEL,1900-01-01 04:55:00,2026-02-07 07:45:00,2h 50m,0,No info,4282,1,5,170,Summer,0,0,0,Nyt,Saturday,1,4282.0,7,5,Low,Banglore → Delhi,0,0,2,1,3
9902,Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:20:00,2026-02-07 20:20:00,24h,1,No info,9345,2,5,1440,Summer,0,0,0,Evng,Friday,0,9345.0,20,5,High,Kolkata → Banglore,9,3,0,1,1
9903,Air India,2019-06-24,Delhi,Cochin,DEL → TRV → COK,1900-01-01 05:15:00,2026-02-07 06:50:00,25h 35m,1,No info,6587,2,6,1535,Monsoon,0,0,0,Mrng,Monday,0,6587.0,6,6,Medium,Delhi → Cochin,1,2,1,0,2
9904,IndiGo,2019-05-03,Mumbai,Hyderabad,BOM → HYD,1900-01-01 20:05:00,2026-02-07 21:40:00,1h 35m,0,No info,2754,1,5,95,Summer,0,0,0,Evng,Friday,0,2754.0,21,5,Low,Mumbai → Hyderabad,3,4,3,1,1
9905,SpiceJet,2019-06-21,Banglore,Delhi,BLR → DEL,1900-01-01 21:10:00,2026-02-07 00:05:00,2h 55m,0,No check-in baggage included,3919,1,6,175,Monsoon,0,0,0,Nyt,Friday,0,3919.0,0,6,Low,Banglore → Delhi,7,0,2,0,3
9907,Air India,2019-03-03,Banglore,New Delhi,BLR → BBI → DEL,1900-01-01 09:30:00,2026-02-07 16:20:00,6h 50m,1,No info,11654,2,3,410,Summer,0,0,0,Mrng,Sunday,1,11654.0,16,3,High,Banglore → New Delhi,1,0,5,1,2
9908,GoAir,2019-04-01,Banglore,Delhi,BLR → DEL,1900-01-01 20:55:00,2026-02-07 23:40:00,2h 45m,0,No info,4239,1,4,165,Summer,0,0,0,Evng,Monday,0,4239.0,23,4,Low,Banglore → Delhi,2,0,2,1,1
9909,IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,1900-01-01 06:50:00,2026-02-07 16:10:00,9h 20m,1,No info,6674,2,5,560,Summer,0,0,0,Mrng,Monday,0,6674.0,16,5,Medium,Delhi → Cochin,3,2,1,1,2
9910,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1900-01-01 13:00:00,2026-02-07 01:30:00,12h 30m,1,No info,7198,2,6,750,Monsoon,0,0,0,Aft,Monday,0,7198.0,1,6,Medium,Delhi → Cochin,5,2,1,0,0
9911,IndiGo,2019-06-12,Kolkata,Banglore,CCU → PNQ → BLR,1900-01-01 21:00:00,2026-02-07 02:15:00,5h 15m,1,No info,5930,2,6,315,Monsoon,0,0,0,Nyt,Wednesday,0,5930.0,2,6,Medium,Kolkata → Banglore,3,3,0,0,3
9912,Jet Airways,2019-05-09,Banglore,Delhi,BLR → DEL,1900-01-01 07:10:00,2026-02-07 10:10:00,3h,0,No info,7229,1,5,180,Summer,0,0,0,Mrng,Thursday,0,7229.0,10,5,Medium,Banglore → Delhi,4,0,2,1,2
9914,Air India,2019-06-12,Delhi,Cochin,DEL → LKO → BOM → COK,1900-01-01 07:10:00,2026-02-07 07:40:00,24h 30m,2,No info,12488,3,6,1470,Monsoon,0,0,0,Mrng,Wednesday,0,12488.0,7,6,Very High,Delhi → Cochin,1,2,1,0,2
9915,IndiGo,2019-06-09,Chennai,Kolkata,MAA → CCU,1900-01-01 05:15:00,2026-02-07 07:40:00,2h 25m,0,No info,3540,1,6,145,Monsoon,0,0,0,Mrng,Sunday,1,3540.0,7,6,Low,Chennai → Kolkata,3,1,4,0,2
9916,Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 20:00:00,2026-02-07 09:20:00,13h 20m,1,In-flight meal not included,8529,2,6,800,Monsoon,0,0,0,Evng,Wednesday,0,8529.0,9,6,High,Kolkata → Banglore,4,3,0,0,1
9918,GoAir,2019-05-24,Kolkata,Banglore,CCU → AMD → BLR,1900-01-01 16:40:00,2026-02-07 00:15:00,7h 35m,1,No info,8855,2,5,455,Summer,0,0,0,Aft,Friday,0,8855.0,0,5,High,Kolkata → Banglore,2,3,0,1,0
9919,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 06:30:00,2026-02-07 19:50:00,13h 20m,1,No info,14781,2,5,800,Summer,0,0,0,Mrng,Wednesday,0,14781.0,19,5,Very High,Kolkata → Banglore,4,3,0,1,2
9920,IndiGo,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 17:10:00,2026-02-07 01:30:00,8h 20m,1,No info,5684,2,6,500,Monsoon,0,0,0,Evng,Thursday,0,5684.0,1,6,Medium,Delhi → Cochin,3,2,1,0,1
9921,Jet Airways,2019-05-09,Delhi,Cochin,DEL → JAI → BOM → COK,1900-01-01 19:30:00,2026-02-07 04:25:00,8h 55m,2,In-flight meal not included,13029,3,5,535,Summer,0,0,0,Evng,Thursday,0,13029.0,4,5,Very High,Delhi → Cochin,4,2,1,1,1
9922,Jet Airways,2019-05-01,Delhi,Cochin,DEL → AMD → BOM → COK,1900-01-01 19:10:00,2026-02-07 19:00:00,23h 50m,2,No info,15129,3,5,1430,Summer,0,0,0,Evng,Wednesday,0,15129.0,19,5,Very High,Delhi → Cochin,4,2,1,1,1
9923,Air India,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 09:25:00,2026-02-07 18:30:00,9h 5m,1,No info,8576,2,6,545,Monsoon,0,0,0,Mrng,Sunday,1,8576.0,18,6,High,Kolkata → Banglore,1,3,0,0,2
9924,Jet Airways,2019-03-09,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 08:55:00,2026-02-07 11:25:00,26h 30m,1,In-flight meal not included,11087,2,3,1590,Summer,0,0,0,Mrng,Saturday,1,11087.0,11,3,High,Banglore → New Delhi,4,0,5,1,2
9925,Jet Airways,2019-06-09,Mumbai,Hyderabad,BOM → HYD,1900-01-01 10:20:00,2026-02-07 11:50:00,1h 30m,0,No info,5678,1,6,90,Monsoon,0,0,0,Mrng,Sunday,1,5678.0,11,6,Medium,Mumbai → Hyderabad,4,4,3,0,2
9926,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1900-01-01 18:15:00,2026-02-07 04:25:00,10h 10m,1,No info,12557,2,3,610,Summer,0,0,0,Evng,Thursday,0,12557.0,4,3,Very High,Delhi → Cochin,4,2,1,1,1
9927,IndiGo,2019-03-27,Chennai,Kolkata,MAA → CCU,1900-01-01 11:35:00,2026-02-07 14:00:00,2h 25m,0,No info,3858,1,3,145,Summer,0,0,0,Mrng,Wednesday,0,3858.0,14,3,Low,Chennai → Kolkata,3,1,4,1,2
9928,Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 14:00:00,2026-02-07 12:35:00,22h 35m,1,In-flight meal not included,12373,2,5,1355,Summer,0,0,0,Aft,Thursday,0,12373.0,12,5,Very High,Delhi → Cochin,4,2,1,1,0
9929,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,1900-01-01 09:10:00,2026-02-07 10:40:00,1h 30m,0,No info,4049,1,3,90,Summer,0,0,0,Mrng,Monday,0,4049.0,10,3,Low,Mumbai → Hyderabad,3,4,3,1,2
9930,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 16:55:00,2026-02-07 00:45:00,7h 50m,1,No info,21934,2,3,470,Summer,0,0,0,Aft,Friday,0,18766.85,0,3,Very High,Banglore → New Delhi,4,0,5,1,0
9931,Air India,2019-06-27,Kolkata,Banglore,CCU → BLR,1900-01-01 14:15:00,2026-02-07 16:45:00,2h 30m,0,No info,5510,1,6,150,Monsoon,0,0,0,Aft,Thursday,0,5510.0,16,6,Medium,Kolkata → Banglore,1,3,0,0,0
9932,Vistara,2019-06-15,Delhi,Cochin,DEL → COK,1900-01-01 14:40:00,2026-02-07 17:50:00,3h 10m,0,No info,6216,1,6,190,Monsoon,0,0,0,Aft,Saturday,1,6216.0,17,6,Medium,Delhi → Cochin,9,2,1,0,0
9933,Air India,2019-04-01,Mumbai,Hyderabad,BOM → HYD,1900-01-01 19:30:00,2026-02-07 20:45:00,1h 15m,0,No info,2050,1,4,75,Summer,0,0,0,Evng,Monday,0,2227.0,20,4,Low,Mumbai → Hyderabad,1,4,3,1,1
9934,IndiGo,2019-04-03,Mumbai,Hyderabad,BOM → HYD,1900-01-01 02:35:00,2026-02-07 04:05:00,1h 30m,0,No info,2754,1,4,90,Summer,0,0,0,Nyt,Wednesday,0,2754.0,4,4,Low,Mumbai → Hyderabad,3,4,3,1,3
9935,IndiGo,2019-06-27,Chennai,Kolkata,MAA → CCU,1900-01-01 07:55:00,2026-02-07 10:15:00,2h 20m,0,No info,3850,1,6,140,Monsoon,0,0,0,Mrng,Thursday,0,3850.0,10,6,Low,Chennai → Kolkata,3,1,4,0,2
9936,IndiGo,2019-05-06,Chennai,Kolkata,MAA → CCU,1900-01-01 05:15:00,2026-02-07 07:40:00,2h 25m,0,No info,3540,1,5,145,Summer,0,0,0,Mrng,Monday,0,3540.0,7,5,Low,Chennai → Kolkata,3,1,4,1,2
9937,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 06:30:00,2026-02-07 08:15:00,25h 45m,1,In-flight meal not included,9663,2,5,1545,Summer,0,0,0,Mrng,Wednesday,0,9663.0,8,5,High,Kolkata → Banglore,4,3,0,1,2
9938,Air India,2019-03-06,Delhi,Cochin,DEL → HYD → MAA → COK,1900-01-01 07:05:00,2026-02-07 09:25:00,26h 20m,2,No info,9190,3,3,1580,Summer,0,0,0,Mrng,Wednesday,0,9190.0,9,3,High,Delhi → Cochin,1,2,1,1,2
9939,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 15:00:00,2026-02-07 19:00:00,28h,1,In-flight meal not included,12898,2,5,1680,Summer,0,0,0,Aft,Monday,0,12898.0,19,5,Very High,Delhi → Cochin,4,2,1,1,0
9940,GoAir,2019-04-15,Banglore,Delhi,BLR → DEL,1900-01-01 07:45:00,2026-02-07 10:40:00,2h 55m,0,No info,4632,1,4,175,Summer,0,0,0,Mrng,Monday,0,4632.0,10,4,Low,Banglore → Delhi,2,0,2,1,2
9941,SpiceJet,2019-03-24,Mumbai,Hyderabad,BOM → HYD,1900-01-01 13:10:00,2026-02-07 14:30:00,1h 20m,0,No info,2753,1,3,80,Summer,0,0,0,Aft,Sunday,1,2753.0,14,3,Low,Mumbai → Hyderabad,7,4,3,1,0
9943,Air India,2019-06-12,Kolkata,Banglore,CCU → IXR → DEL → BLR,1900-01-01 05:50:00,2026-02-07 08:55:00,27h 5m,2,No info,12723,3,6,1625,Monsoon,0,0,0,Mrng,Wednesday,0,12723.0,8,6,Very High,Kolkata → Banglore,1,3,0,0,2
9944,IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,1900-01-01 11:30:00,2026-02-07 14:05:00,2h 35m,0,No info,4804,1,6,155,Monsoon,0,0,0,Mrng,Monday,0,4804.0,14,6,Low,Kolkata → Banglore,3,3,0,0,2
